DENOMINACIÓN,DESCRIPCIÓN DEL PRODUCTO OFERTADO,descripcion_completa,tamano_id
ALARGADOR VENOSO MICROLINE 150 CMS.,ALARGADOR MICROLINE M/H 150,alargador venoso microline 150 cms. alargador microline m/h 150,0
TAPA OBTURACION CON GOMA PARA PUNCION (AMARILLA),TAPA AMARILLA,tapa obturacion con goma para puncion (amarilla) tapa amarilla,0
CAMISAS PARA TOMA DE MUESTRAS AL VACIO,"PORTATUBO (CAMISA) HOLDER ESTANDAR, POLIPROPILENO. MARCA VACUETTE®. Código: TC-450201 PROCEDENCIA AUSTRIA ","camisas para toma de muestras al vacio portatubo (camisa) holder estandar, polipropileno. marca vacuette®. código: tc-450201 procedencia austria ",0
ALARGADOR VENOSO CON CONECTOR LUER LOCK 140 A 150 CM.,LLAVE DE TRES PASOS CON ALARGADOR 150CM,alargador venoso con conector luer lock 140 a 150 cm. llave de tres pasos con alargador 150cm,0
LLAVE 3 PASOS CON ALARGADOR VENOSO 100 CM.,MUNCARE LLAVE 3 PASOS C/ALARGADOR 100CM,llave 3 pasos con alargador venoso 100 cm. muncare llave 3 pasos c/alargador 100cm,0
LLAVE 3 PASOS CON ALARGADOR VENOSO 30 CM.,LLAVE 3 PASOS CON ALARGADOR VENOSO 30 CM.,llave 3 pasos con alargador venoso 30 cm. llave 3 pasos con alargador venoso 30 cm.,0
LLAVE 3 PASOS CON ALARGADOR VENOSO 75 CM.,LLAVE 3 PASOS CON ALARGADOR VENOSO 75 CM.,llave 3 pasos con alargador venoso 75 cm. llave 3 pasos con alargador venoso 75 cm.,0
ALARGADOR VENOSO CON CONECTOR LUER LOCK 10 CM.,ALARGADOR VENOSO CON LLAVE DE TRES PASOS 10 CM,alargador venoso con conector luer lock 10 cm. alargador venoso con llave de tres pasos 10 cm,0
LLAVE 3 PASOS DESECHABLE  ROTACION 360 GRADOS DE POLICARBONATO LIBRE DE LATEX DEBE INCLUIR AL MENOS DOS TAPAS  ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO,LLAVE DE TRES PASOS,llave 3 pasos desechable  rotacion 360 grados de policarbonato libre de latex debe incluir al menos dos tapas  envase individual esteril resistente con sello que asegure inviolabilidad del contenido llave de tres pasos,0
ASA DE ACERO INOXIDABLE PARA AMIGDALOTOMO DE 0.4 MM. REFERENCIA OM758R,"ASA ALAMBRE D:0,4MM","asa de acero inoxidable para amigdalotomo de 0.4 mm. referencia om758r asa alambre d:0,4mm",0
"SET CANULA EPIDURAL 16 G (CANULA, CATETER Y FILTRO)( PERIFIX BRAUN) REF 4517309",PERIFIX 730 (16G),"set canula epidural 16 g (canula, cateter y filtro)( perifix braun) ref 4517309 perifix 730 (16g)",0
"TROCAR CATETER 10 FR./ CH(3,3 MM.) X 9"" (23 CM) (REF ARGYLE)",trocar cateter 10 fr,"trocar cateter 10 fr./ ch(3,3 mm.) x 9"" (23 cm) (ref argyle) trocar cateter 10 fr",0
"TROCAR CATETER 12 FR./ CH(4,0 MM.) X 9"" (23 CM) (REF ARGYLE)",trocar cateter 12 fr,"trocar cateter 12 fr./ ch(4,0 mm.) x 9"" (23 cm) (ref argyle) trocar cateter 12 fr",0
"TROCAR CATETER 16 FR./ CH(5,3 MM.) X 9-8/10"" (25 CM) (REF ARGYLE)",trocar cateter 16 fr,"trocar cateter 16 fr./ ch(5,3 mm.) x 9-8/10"" (25 cm) (ref argyle) trocar cateter 16 fr",0
"TROCAR CATETER TORAXICO 24 FR. (8.0 MM) X 15- 3/4"" (40 CM) (ARGYLE COVIDIEN REF. 8888561050)",trocar cateter 24 fr punta abierta,"trocar cateter toraxico 24 fr. (8.0 mm) x 15- 3/4"" (40 cm) (argyle covidien ref. 8888561050) trocar cateter 24 fr punta abierta",0
TROCAR CATETER TORAXICO 28 FR. (8 MM. X 40 CMS.),trocar cateter 28 fr punta abierta,trocar cateter toraxico 28 fr. (8 mm. x 40 cms.) trocar cateter 28 fr punta abierta,0
TROCAR DE OSTEOCLISIS N°14 DESECHABLE    ,Trocar osteoclisis 14 G 3 cm,trocar de osteoclisis n°14 desechable     trocar osteoclisis 14 g 3 cm,0
TROCAR DE OSTEOCLISIS N°18 DESECHABLE    ,Trocar osteoclisis 18 G 3 cm,trocar de osteoclisis n°18 desechable     trocar osteoclisis 18 g 3 cm,0
TROCAR CON DILATADOR Y REDUCTOR DE 10/15 MM.DESECHABLE         ,TROCAR OPTICO - CANULA ESTRIADA Y TRANSPARENTE - REDUCTOR DE 10-15MM - LARGO 100 MM,trocar con dilatador y reductor de 10/15 mm.desechable          trocar optico - canula estriada y transparente - reductor de 10-15mm - largo 100 mm,0
TROCAR DE 5 MM. (DESECHABLE),TROCAR 5 MM  DESECHABLE - CANULA TRASNPARENTE Y ESTRIADA - LARGO 100 MM,trocar de 5 mm. (desechable) trocar 5 mm  desechable - canula trasnparente y estriada - largo 100 mm,0
"TROCAR PARA CIRUGIA DE TORAX 5,5 MM.(REF. 179305) ","TROCAR TORACICO 5,5 MM - CANULA ESTRIADA - ","trocar para cirugia de torax 5,5 mm.(ref. 179305)  trocar toracico 5,5 mm - canula estriada - ",0
TROCAR DESECHABLE G-19 90 MM.(PUNCION BISEL) ESPINALES,TROCAR DESECHABLE 19 G X 90 MM,trocar desechable g-19 90 mm.(puncion bisel) espinales trocar desechable 19 g x 90 mm,0
TROCAR DESECHABLE G-20 90 MM.(PUNCION BISEL) ESPINALES,TROCAR DESECHABLE 20 G X 90 MM,trocar desechable g-20 90 mm.(puncion bisel) espinales trocar desechable 20 g x 90 mm,0
TROCAR DESECHABLE G-21 90 MM.(PUNCION BISEL) ESPINALES,TROCAR DESECHABLE 21 G X 90 MM,trocar desechable g-21 90 mm.(puncion bisel) espinales trocar desechable 21 g x 90 mm,0
TROCAR ESPINAL DESECHABLE G-22 X 90 MM.,TROCAR DESECHABLE 22 G X 90 MM,trocar espinal desechable g-22 x 90 mm. trocar desechable 22 g x 90 mm,0
"TROCAR CATETER 8 FR./ CH(2,7 MM.) X 9"" (23 CM) (REF ARGYLE)",TROCAR TORAXICO 8 FR.,"trocar cateter 8 fr./ ch(2,7 mm.) x 9"" (23 cm) (ref argyle) trocar toraxico 8 fr.",0
TROCAR PUNCION ESPINAL PTA. LAPIZ CON INTRODUCTOR DESECH. 25G 130 MM.,"AGESKW2515: AGUJA ESPINAL  PUNTA LAPIZ KW 25G X 5"" PRESENTACIÓN DE 25G x 5”(127 mm) INTRODUCTOR DE 20G x 1 ½”(3.8mm) ESTERIL OXIDO ETILENO. VENTA MINIMA  CAJA X 50 UNIDADES, VALOR X UNIDAD, MARCA PHOENIX, PROCEDENCIA JAPON, CERTIFICACIONES ISO 13485:2016 . FDA . LIBRE DE LATEX . LIBRE DE DEHP, VENCIMIENTO 01.09.2024","trocar puncion espinal pta. lapiz con introductor desech. 25g 130 mm. ageskw2515: aguja espinal  punta lapiz kw 25g x 5"" presentación de 25g x 5”(127 mm) introductor de 20g x 1 ½”(3.8mm) esteril oxido etileno. venta minima  caja x 50 unidades, valor x unidad, marca phoenix, procedencia japon, certificaciones iso 13485:2016 . fda . libre de latex . libre de dehp, vencimiento 01.09.2024",0
TROCAR PUNCION ESPINAL PTA. LAPIZ CON INTRODUCTOR DESECH. 25G 90 MM.,"AGESKW2590: AGUJA ESPINAL PUNTA LAPIZ KW PRESENTACIÓN DE 25G x 90 mm CON INTRODUCTOR DE  20G x 1 ½”(3.8mm) ESTERIL OE. VENTA MINIMA  CAJA X 50 UNIDADES, VALOR X UNIDAD., MARCA PHOENIX, PROCEDENCIA JAPON, CERTIFICACIONES ISO 13485:2016 . FDA . LIBRE DE LATEX . LIBRE DE DEHP, VENCIMIENTO 01.07.2026","trocar puncion espinal pta. lapiz con introductor desech. 25g 90 mm. ageskw2590: aguja espinal punta lapiz kw presentación de 25g x 90 mm con introductor de  20g x 1 ½”(3.8mm) esteril oe. venta minima  caja x 50 unidades, valor x unidad., marca phoenix, procedencia japon, certificaciones iso 13485:2016 . fda . libre de latex . libre de dehp, vencimiento 01.07.2026",0
TROCAR PUNCION ESPINAL PTA. LAPIZ CON INTRODUCTOR DESECH. 27G 130 MM.,"AGESKW2715: AGUJA ESPINAL  PUNTA LAPIZ KW PRESENTACIÓN DE 27G x 5”(127 mm). CON INTRODUCTOR DE 20G x 1 ½”(3.8mm) ESTERIL OE. VENTA MINIMA  CAJA X 50 UNIDADES, VALOR X UNIDAD, MARCA PHOENIX, PROCEDENCIA JAPON, CERTIFICACIONES ISO 13485:2016 . FDA . LIBRE DE LATEX . LIBRE DE DEHP, VENCIMIENTO 01.09.2022","trocar puncion espinal pta. lapiz con introductor desech. 27g 130 mm. ageskw2715: aguja espinal  punta lapiz kw presentación de 27g x 5”(127 mm). con introductor de 20g x 1 ½”(3.8mm) esteril oe. venta minima  caja x 50 unidades, valor x unidad, marca phoenix, procedencia japon, certificaciones iso 13485:2016 . fda . libre de latex . libre de dehp, vencimiento 01.09.2022",0
TROCAR PUNCION ESPINAL PTA. LAPIZ CON INTRODUCTOR DESECH. 27G 90 MM.,"AGESKW2790: AGUJA ESPINAL PUNTA LAPIZ KW PRESENTACIÓN DE 27G x 90 mm CON INTRODUCTOR DE  20G x 1 ½”(3.8mm) ESTERIL OXIDO ETILENO.VENTA MINIMA  CAJA X 50 UNIDADES, VALOR X UNIDAD., MARCA PHOENIX, PROCEDENCIA JAPON, CERTIFICACIONES ISO 13485:2016 . FDA . LIBRE DE LATEX . LIBRE DE DEHP, VENCIMIENTO 01.07.2026","trocar puncion espinal pta. lapiz con introductor desech. 27g 90 mm. ageskw2790: aguja espinal punta lapiz kw presentación de 27g x 90 mm con introductor de  20g x 1 ½”(3.8mm) esteril oxido etileno.venta minima  caja x 50 unidades, valor x unidad., marca phoenix, procedencia japon, certificaciones iso 13485:2016 . fda . libre de latex . libre de dehp, vencimiento 01.07.2026",0
TROCAR TUOHY 16 G 90 MM.LARGO DESECHABLE,"TREP1690: TROCAR TOUHY  EPIDURAL 16G X 90mm. CÁNULA DE ACERO INOXIDABLE, CUBO DE POLICARBONATO, ESTILETE DE ACERO.  ESTERIL OXIDO ETILENO. VENTA MINIMA CAJA X 50 UNIDADES, VALOR X UNIDAD, MARCA PHOENIX, PROCEDENCIA JAPON, CERTIFICACIONES ISO 13485:2016 . FDA . LIBRE DE LATEX . LIBRE DE DEHP, VENCIMIENTO 01.03.2024","trocar tuohy 16 g 90 mm.largo desechable trep1690: trocar touhy  epidural 16g x 90mm. cánula de acero inoxidable, cubo de policarbonato, estilete de acero.  esteril oxido etileno. venta minima caja x 50 unidades, valor x unidad, marca phoenix, procedencia japon, certificaciones iso 13485:2016 . fda . libre de latex . libre de dehp, vencimiento 01.03.2024",0
ASAS SIMILAR RADIUS 1.0 CM.X 1.0 CM. (REFERENCIA S1010) COMPATIBLE CON EQUIPO COOPERSURGICAL,ELECTRODO ASA LOOP 10X10,asas similar radius 1.0 cm.x 1.0 cm. (referencia s1010) compatible con equipo coopersurgical electrodo asa loop 10x10,0
ASAS SIMILAR RADIUS 2.0 CM.X 1.0 CM. (REFERENCIA R2010) COMPATIBLE CON EQUIPO COOPERSURGICAL,ELECTRODO ASA LOOP 20X10,asas similar radius 2.0 cm.x 1.0 cm. (referencia r2010) compatible con equipo coopersurgical electrodo asa loop 20x10,0
CERVIX SET X 6 SOBRES O EQUIVALENTE,"Cinta de poliéster de 5 mm., color blanco, de 5 mm. x 30 cm. Con dos agujas estriadas de punta cilindrica, 1/2 circulo, de 48 mm.    CTX (2)","cervix set x 6 sobres o equivalente cinta de poliéster de 5 mm., color blanco, de 5 mm. x 30 cm. con dos agujas estriadas de punta cilindrica, 1/2 circulo, de 48 mm.    ctx (2)",0
"TROCAR BIOPSIA  DE MEDULA OSEA 11GA X 4"" DES."," PARAGON Medida 11G x 10cm  de acero inoxidable  desechable, sin necesidad de luxación ósea.Permite realizar biopsia y aspiración de médula ósea con una sola maniobra. Presenta un retenedor de muestra en dos pasos. Marca Sterylab, procedencia Italia.Empaque unitario estéril. Despacho incluido y dentro de 48 Hrs de recepción de OC.    ","trocar biopsia  de medula osea 11ga x 4"" des.  paragon medida 11g x 10cm  de acero inoxidable  desechable, sin necesidad de luxación ósea.permite realizar biopsia y aspiración de médula ósea con una sola maniobra. presenta un retenedor de muestra en dos pasos. marca sterylab, procedencia italia.empaque unitario estéril. despacho incluido y dentro de 48 hrs de recepción de oc.    ",0
"TROCAR MIELOGRAMA 15GAX4"" DESECH.","AGUJA ASPIRACIÓN MÉDULA OSEA MIELO-CAN: Aguja de aspiración de médula ósea desechable, de acero inoxidable, con mango ergonómico y trocar de extensión regulable según modelo,  además de un conector luer para aspiración. arca Sterylab, procedencia Italia  Empaque unitario estéril. Despacho incluido y dentro de 48 Hrs luego de recepcionada la OC.","trocar mielograma 15gax4"" desech. aguja aspiración médula osea mielo-can: aguja de aspiración de médula ósea desechable, de acero inoxidable, con mango ergonómico y trocar de extensión regulable según modelo,  además de un conector luer para aspiración. arca sterylab, procedencia italia  empaque unitario estéril. despacho incluido y dentro de 48 hrs luego de recepcionada la oc.",0
"ACEITE DE ACIDOS GRASOS HIPEROXIGENADOS( REF CORPITOL URGO, LINO VERA BRAUN)",Acido graso c/aloe vera+cent. asiática p/preven./tto. de úlceras grado I,"aceite de acidos grasos hiperoxigenados( ref corpitol urgo, lino vera braun) acido graso c/aloe vera+cent. asiática p/preven./tto. de úlceras grado i",0
BOLSA DRENABLE DE 2 PIEZAS 60 MM CON FILTRO PARA OSTOMIA (REF PROXIMA 2 BRAUN),"Bolsa p/colostomía e Ileostomía, doble sistema","bolsa drenable de 2 piezas 60 mm con filtro para ostomia (ref proxima 2 braun) bolsa p/colostomía e ileostomía, doble sistema",0
BOLSA DRENABLE DE 2 PIEZAS 80 MM CON FILTRO PARA OSTOMIA (REF PROXIMA 2 BRAUN),"Bolsa p/colostomía e Ileostomía, doble sistema","bolsa drenable de 2 piezas 80 mm con filtro para ostomia (ref proxima 2 braun) bolsa p/colostomía e ileostomía, doble sistema",0
PLACA COLOSTOMIA 60 MM. (REF PROXIMA 2 BRAUN),"Placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ","placa colostomia 60 mm. (ref proxima 2 braun) placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ",0
PLACA COLOSTOMIA 80 MM(REF PROXIMA 2 BRAUN),"Placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ","placa colostomia 80 mm(ref proxima 2 braun) placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ",0
PLACA UROSTOMIA 45 MM (REF NATURA),"Placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ","placa urostomia 45 mm (ref natura) placa p/ bolsas de colostomía/ileostomía/urostomía, doble sist. ",0
SOLUCIÓN DE POLIHEXANIDA CON BETAINA 350 ML (PRONTOSAN BRAUN),Solución de limpieza y descontaminación de heridas,solución de polihexanida con betaina 350 ml (prontosan braun) solución de limpieza y descontaminación de heridas,0
SOLUCION GEL DE BETAINA CON POLIHEXANIDA WOUND GEL X 250 G (PRONTOSAN BRAUN),Solución de limpieza y descontaminación de heridas,solucion gel de betaina con polihexanida wound gel x 250 g (prontosan braun) solución de limpieza y descontaminación de heridas,0
SOLUCION GEL DE BETAINA CON POLIHEXANIDA WOUND GEL X 30 G(PRONTOSAN BRAUN),Solución de limpieza y descontaminación de heridas,solucion gel de betaina con polihexanida wound gel x 30 g(prontosan braun) solución de limpieza y descontaminación de heridas,0
CLIP PARA BOLSA DE COLOSTOMIA B-BRAUN,PINZA DE COLOSTOMÍA RIGIDA,clip para bolsa de colostomia b-braun pinza de colostomía rigida,0
ELIMINADOR DE ADHESIVO MEDICO  EN SPRAY 60 ML ,Removedor Adhesivo,eliminador de adhesivo medico  en spray 60 ml  removedor adhesivo,0
PASTA PARA OSTOMIAS 60 GRS,"PASTA DE HIDROCOLOIDE, MOLDEABLE","pasta para ostomias 60 grs pasta de hidrocoloide, moldeable",0
GASA ESTERIL CON VASELINA SOLIDA 10 X 10 CM.(PARAFINADA) EN ENVASE INDIVIDUAL ESTERIL EN SOBRE UNITARIO,CUTICELL CLASSIC 10 x 10Cm - Caja x 100 Sobres,gasa esteril con vaselina solida 10 x 10 cm.(parafinada) en envase individual esteril en sobre unitario cuticell classic 10 x 10cm - caja x 100 sobres,0
VENDA ACOLCHADA NOBAPAD 10 CM.O EQUIVALENTE,SOFFBAN SYNTHETIC  10Cm x 2.7M - Pack x 12,venda acolchada nobapad 10 cm.o equivalente soffban synthetic  10cm x 2.7m - pack x 12,0
VENDA ACOLCHADA NOBAPAD 20 CM.O EQUIVALENTE,SOFFBAN SYNTHETIC  20Cm x 2.7M - Pack x 6,venda acolchada nobapad 20 cm.o equivalente soffban synthetic  20cm x 2.7m - pack x 6,0
"VENDA ELASTICA 10 CM.X4,5 MTS REFERENCIA CINTELA N°4 ",COMPRILAN 10Cm x 5M,"venda elastica 10 cm.x4,5 mts referencia cintela n°4  comprilan 10cm x 5m",0
VENDA ELASTICA DE FIJACION 4 X 4 (ELASTOMUL),ELASTOMULL 4Cm x 4M - Caja x 20,venda elastica de fijacion 4 x 4 (elastomul) elastomull 4cm x 4m - caja x 20,0
VENDA ELASTICA DE FIJACION 6 X 4 (ELASTOMUL),ELASTOMULL 6Cm x 4M - Caja x 20,venda elastica de fijacion 6 x 4 (elastomul) elastomull 6cm x 4m - caja x 20,0
VENDA ELASTICA DE FIJACION 8 X 4 (ELASTOMUL),ELASTOMULL 8Cm x 4M - Caja x 20,venda elastica de fijacion 8 x 4 (elastomul) elastomull 8cm x 4m - caja x 20,0
VENDA ENYESADA 10 CM X 3 M. (SIMILAR GYPSONA),GYPSONA 10cm x 3m (BX/12) MX,venda enyesada 10 cm x 3 m. (similar gypsona) gypsona 10cm x 3m (bx/12) mx,0
"VENDA ENYESADA 12,5 CM. X 3 M. (SIMILAR GYPSONA)",GYPSONA 12.5cm x 3m (BX/12),"venda enyesada 12,5 cm. x 3 m. (similar gypsona) gypsona 12.5cm x 3m (bx/12)",0
VENDA ENYESADA 15 CM X 3 M. (SIMILAR GYPSONA),GYPSONA 15cm x 3m (BX/12),venda enyesada 15 cm x 3 m. (similar gypsona) gypsona 15cm x 3m (bx/12),0
VENDA ENYESADA 20 CM X 4 M. ( SIMILAR GYPSONA),GYPSONA 20cm x 4m (BX/12),venda enyesada 20 cm x 4 m. ( similar gypsona) gypsona 20cm x 4m (bx/12),0
VENDA TEJIDO TRICOTAJE EUROPEO 10 CM X 90 CM,DELTA NET 10Cm x 22.8M                        ,venda tejido tricotaje europeo 10 cm x 90 cm delta net 10cm x 22.8m                        ,0
YESO PLASTICO 10 CM. APROX.,DELTA CAST CONFORMABLE 10Cm x 3.6M - Caja x 10 Verde ,yeso plastico 10 cm. aprox. delta cast conformable 10cm x 3.6m - caja x 10 verde ,0
YESO PLASTICO 5 CM. APROX.,DELTA CAST CONFORMABLE 5Cm x 3.6M - Caja x 10 Azul ,yeso plastico 5 cm. aprox. delta cast conformable 5cm x 3.6m - caja x 10 azul ,0
VENDA ELÁSTICA AUTOADHERENTE 3 CMS (REF COBAN 3M),venda elastica coban,venda elástica autoadherente 3 cms (ref coban 3m) venda elastica coban,0
TEJIDO TUBULAR 8 CM. ANCHO,tejido tubular 100% algodón rollo 8 cms x 25 mts,tejido tubular 8 cm. ancho tejido tubular 100% algodón rollo 8 cms x 25 mts,0
PELICULA PROTECTORA OPSITE 100 ML. SPRAY,Opsite Spray 100ml Ctn 12,pelicula protectora opsite 100 ml. spray opsite spray 100ml ctn 12,0
PELICULA BARRERA NO IRRITANTE EN SPRAY 25 A 50 ML   (REF. CAVILON) ,"Película Protectora Sin Alcohol, Spray 28ml.","pelicula barrera no irritante en spray 25 a 50 ml   (ref. cavilon)  película protectora sin alcohol, spray 28ml.",0
"TELA ADHESIVA DE PAPEL 2,5 CM. X 9,1 METROS (COLOR PIEL) (MICROPORE)","Micropore (sin Dispensador) 2,5 cm x 9,1 m Piel","tela adhesiva de papel 2,5 cm. x 9,1 metros (color piel) (micropore) micropore (sin dispensador) 2,5 cm x 9,1 m piel",0
"TELA ADHESIVA PLASTICA TRANSPARENTE 5 CM.X  9,1 M (TRANSPORE)"," TRANSPORE 5 cm x 9,1 mts., Color Blanca","tela adhesiva plastica transparente 5 cm.x  9,1 m (transpore)  transpore 5 cm x 9,1 mts., color blanca",0
"TELA ADHESIVA TELA DE SEDA 2,5 CM.X 9.1 MT (DURAPORE)","Seda DURAPORE 2,5 cm x 9,1 mts. ","tela adhesiva tela de seda 2,5 cm.x 9.1 mt (durapore) seda durapore 2,5 cm x 9,1 mts. ",0
TELA ADHESIVA TELA DE SEDA 5 CM.X 9.1 MT (DURAPORE),"Seda DURAPORE 5 cm x 9,1 mts.","tela adhesiva tela de seda 5 cm.x 9.1 mt (durapore) seda durapore 5 cm x 9,1 mts.",0
"VENDA CON SISTEMA COMPRENSIVO 2 CAPAS 10 CMS,(REF COBAN 2  3M)","COBAN 2 CAPAS, sistema compresivo, Capa interna 10 cm x 2mts, Capa externa  10 cm x  2mts no estirada, Capa externa  10 cm x  4,5 mts estirada","venda con sistema comprensivo 2 capas 10 cms,(ref coban 2  3m) coban 2 capas, sistema compresivo, capa interna 10 cm x 2mts, capa externa  10 cm x  2mts no estirada, capa externa  10 cm x  4,5 mts estirada",0
"PARCHE CURITA REDONDO IMPERMEABLE, HIPOALERGENCIA PARA VENOPUNCIONES (BOLSAS X 100) ENVASE INDIVIDUAL ESTERIL",PARCHE REDONDO 22 MM ESTERIL COLOR PIEL HIPOALERGENICO  PARA PUNCION,"parche curita redondo impermeable, hipoalergencia para venopunciones (bolsas x 100) envase individual esteril parche redondo 22 mm esteril color piel hipoalergenico  para puncion",0
TEJIDO TUBULAR 3 CM. ANCHO,TEJIDO TUBULAR3CMS ANCHO POSICION DE DESCANSO X 25 MTS,tejido tubular 3 cm. ancho tejido tubular3cms ancho posicion de descanso x 25 mts,0
"BOLSA DRENABLE DE UNA PIEZA PARA OSTOMIA 50 MM ( LITTLE ONES CONVATEC, REF. 020922)",active life,"bolsa drenable de una pieza para ostomia 50 mm ( little ones convatec, ref. 020922) active life",0
GASA PARAFINADA ESTERIL (VASELINA) TIRA 10 CM. X 7 MT. (SIMILAR JELONET),jelonet,gasa parafinada esteril (vaselina) tira 10 cm. x 7 mt. (similar jelonet) jelonet,0
GEL HIDROGEL 85 GRS.,safgel 85gr,gel hidrogel 85 grs. safgel 85gr,0
"TELA ADHESIVA DE PAPEL 1,3 CM. X 9.1 METROS (COLOR PIEL) (MICROPORE)",tela micropore,"tela adhesiva de papel 1,3 cm. x 9.1 metros (color piel) (micropore) tela micropore",0
BOLSA DRENABLE DE UNA PIEZA PARA OSTOMIA 64 MM (REF ACTIVE LIFE CONVATEC),ACTIVE LIFE®  ALTERNATIVA 19-64mm,bolsa drenable de una pieza para ostomia 64 mm (ref active life convatec) active life®  alternativa 19-64mm,0
VENDA GEL OXIDO DE ZINC 10CMS. X 10 MT. (BOTA DE UNNA),FLEXIDRESS ® 10x914cm,venda gel oxido de zinc 10cms. x 10 mt. (bota de unna) flexidress ® 10x914cm,0
GEL HIDROACTIVO ESTERIL HIDROCOLOIDE TB X 30 GRS.,DUODERM GEL® 30gr,gel hidroactivo esteril hidrocoloide tb x 30 grs. duoderm gel® 30gr,0
TEJIDO TUBULAR 10 CM. ANCHO,TEJIDO TUBULAR 10 CM. ANCHO,tejido tubular 10 cm. ancho tejido tubular 10 cm. ancho,0
TEJIDO TUBULAR 15 CM. ANCHO,TEJIDO TUBULAR 15 CM. ANCHO,tejido tubular 15 cm. ancho tejido tubular 15 cm. ancho,0
TEJIDO TUBULAR 20 CM. ANCHO,TEJIDO TUBULAR 20 CM. ANCHO,tejido tubular 20 cm. ancho tejido tubular 20 cm. ancho,0
TEJIDO TUBULAR 5 CM. ANCHO,TEJIDO TUBULAR 5 CM. ANCHO,tejido tubular 5 cm. ancho tejido tubular 5 cm. ancho,0
"TELA ADHESIVA DE PAPEL 5 CM. X 9,1 M  (MICROPORE)","TELA ADHESIVA DE PAPEL 5 CM. X 9,1 M  (MICROPORE)","tela adhesiva de papel 5 cm. x 9,1 m  (micropore) tela adhesiva de papel 5 cm. x 9,1 m  (micropore)",0
"VENDA ELASTICA ADHESIVA POROSA 10 CM. X 4,5 MTS. (TENSOPLAST BSN MEDICAL, REF  4068)","VENDA ELASTICA ADHESIVA POROSA 10 CM. X 4,5 MTS. (TENSOPLAST BSN MEDICAL, REF  4068)","venda elastica adhesiva porosa 10 cm. x 4,5 mts. (tensoplast bsn medical, ref  4068) venda elastica adhesiva porosa 10 cm. x 4,5 mts. (tensoplast bsn medical, ref  4068)",0
"VENDA ELASTICA ADHESIVA POROSA 7,5 CM. X 4,5 MTS. (TENSOPLAST BSN MEDICAL, REF 4058)","VENDA ELASTICA ADHESIVA POROSA 7,5 CM. X 4,5 MTS. (TENSOPLAST BSN MEDICAL, REF 4058)","venda elastica adhesiva porosa 7,5 cm. x 4,5 mts. (tensoplast bsn medical, ref 4058) venda elastica adhesiva porosa 7,5 cm. x 4,5 mts. (tensoplast bsn medical, ref 4058)",0
"VENDA TUBULAR COMPRESIVO PARA SOPORTE Y REHABILITACION , TALLA D, EN ROLLO  DE 10 M.","VENDA TUBULAR COMPRESIVO PARA SOPORTE Y REHABILITACION , TALLA D, EN ROLLO  DE 10 M.","venda tubular compresivo para soporte y rehabilitacion , talla d, en rollo  de 10 m. venda tubular compresivo para soporte y rehabilitacion , talla d, en rollo  de 10 m.",0
"KIT CURACION DESECHABLE BASICO (BANDEJA CURACION, PINZA ANATOMICA, PINZA QUIRURGICA, TIJERA, PAÑO CAMPO 45 X 45 APROX., 3 TORULAS GASA, 1 APOSITO 10 X 10 APROX, COPELA)","KIT200: KIT CURACION GENERAL, CONTIENE: 1 BANDEJA PLASTICA BLANCA DE 15 X 9 CM CON DIVISIÓN, 1 PINZA DE PRESICION DESECHABLE DE 5 PULGADAS, 1 PINZA QUIRURGICA 5 PULGADAS, 1 TIJERA
QUIRURGICA, 1 REGLA DE PAPEL DE 30 CM, 1 CAMPO DE SMS DE 40 X 40 CM, 3
TORULAS DE GASA NO TEJIDA DE 3 CM, 3 COMPRESAS DE GASA NO TEJIDA DE 7,5 X
7,5 CM. EN ENVASE MIXTO, ESTERIL, OXIDO ETILENO, ENVASE MIXTO, UD, MARCA PRIMUS PACK, PROCEDENCIA CHILE, CERTIFICACIONES ISO 9001:2015, VENCIMIENTO 07.07.2026","kit curacion desechable basico (bandeja curacion, pinza anatomica, pinza quirurgica, tijera, paño campo 45 x 45 aprox., 3 torulas gasa, 1 aposito 10 x 10 aprox, copela) kit200: kit curacion general, contiene: 1 bandeja plastica blanca de 15 x 9 cm con división, 1 pinza de presicion desechable de 5 pulgadas, 1 pinza quirurgica 5 pulgadas, 1 tijera
quirurgica, 1 regla de papel de 30 cm, 1 campo de sms de 40 x 40 cm, 3
torulas de gasa no tejida de 3 cm, 3 compresas de gasa no tejida de 7,5 x
7,5 cm. en envase mixto, esteril, oxido etileno, envase mixto, ud, marca primus pack, procedencia chile, certificaciones iso 9001:2015, vencimiento 07.07.2026",0
"VENDA TUBULAR DE MALLA ELASTICA PARA CRANEO 25 M (Tg FIX LR, REF. 24252 )",TG FIX VENDA TUBULAR MALLA ELÁSTICA TALLA C X25 MT,"venda tubular de malla elastica para craneo 25 m (tg fix lr, ref. 24252 ) tg fix venda tubular malla elástica talla c x25 mt",0
